n,design,family,method,alpha,effectX1,effectX2,effectX1X2,rateX1,rateX2,rateX1X2
20,4x3,lnorm,RNK,0.05,4,0,0,1,0,0
20,4x3,lnorm,INT,0.05,4,0,0,1,0,0
20,4x3,lnorm,VDW,0.05,4,0,0,1,0,0
20,4x3,lnorm,KWF,0.05,4,0,0,1,0,0
20,4x3,lnorm,RNK,0.01,4,0,0,1,0,0
20,4x3,lnorm,INT,0.01,4,0,0,1,0,0
20,4x3,lnorm,VDW,0.01,4,0,0,1,0,0
20,4x3,lnorm,KWF,0.01,4,0,0,1,0,0
20,4x3,lnorm,RNK,0.05,0,8,0,0.25,1,0
20,4x3,lnorm,INT,0.05,0,8,0,0,1,0
20,4x3,lnorm,VDW,0.05,0,8,0,0,1,0.25
20,4x3,lnorm,KWF,0.05,0,8,0,0,1,0.25
20,4x3,lnorm,RNK,0.01,0,8,0,0,1,0
20,4x3,lnorm,INT,0.01,0,8,0,0,1,0
20,4x3,lnorm,VDW,0.01,0,8,0,0,1,0
20,4x3,lnorm,KWF,0.01,0,8,0,0,1,0
20,2x3,lnorm,RNK,0.05,4,0,0,1,0,0
20,2x3,lnorm,INT,0.05,4,0,0,1,0,0
20,2x3,lnorm,VDW,0.05,4,0,0,1,0,0
20,2x3,lnorm,KWF,0.05,4,0,0,1,0,0
20,2x3,lnorm,RNK,0.01,4,0,0,1,0,0
20,2x3,lnorm,INT,0.01,4,0,0,1,0,0
20,2x3,lnorm,VDW,0.01,4,0,0,1,0,0
20,2x3,lnorm,KWF,0.01,4,0,0,1,0,0
20,2x3,lnorm,RNK,0.05,0,8,0,0.25,1,0
20,2x3,lnorm,INT,0.05,0,8,0,0,1,0
20,2x3,lnorm,VDW,0.05,0,8,0,0,1,0
20,2x3,lnorm,KWF,0.05,0,8,0,0,1,0
20,2x3,lnorm,RNK,0.01,0,8,0,0,1,0
20,2x3,lnorm,INT,0.01,0,8,0,0,1,0
20,2x3,lnorm,VDW,0.01,0,8,0,0,1,0
20,2x3,lnorm,KWF,0.01,0,8,0,0,1,0
20,2x4,lnorm,RNK,0.05,4,0,0,1,0,0
20,2x4,lnorm,INT,0.05,4,0,0,1,0,0
20,2x4,lnorm,VDW,0.05,4,0,0,1,0,0
20,2x4,lnorm,KWF,0.05,4,0,0,1,0,0
20,2x4,lnorm,RNK,0.01,4,0,0,1,0,0
20,2x4,lnorm,INT,0.01,4,0,0,1,0,0
20,2x4,lnorm,VDW,0.01,4,0,0,1,0,0
20,2x4,lnorm,KWF,0.01,4,0,0,1,0,0
20,2x4,lnorm,RNK,0.05,0,8,0,0,1,0
20,2x4,lnorm,INT,0.05,0,8,0,0,1,0
20,2x4,lnorm,VDW,0.05,0,8,0,0,1,0
20,2x4,lnorm,KWF,0.05,0,8,0,0,1,0
20,2x4,lnorm,RNK,0.01,0,8,0,0,1,0
20,2x4,lnorm,INT,0.01,0,8,0,0,1,0
20,2x4,lnorm,VDW,0.01,0,8,0,0,1,0
20,2x4,lnorm,KWF,0.01,0,8,0,0,1,0
