n,design,family,method,alpha,effectX1,effectX2,effectX1X2,rateX1,rateX2,rateX1X2
20,4x3,lnorm,PAR,0.05,8,0,8,1,1,1
20,4x3,lnorm,RNK,0.05,8,0,8,1,0.01,1
20,4x3,lnorm,ART,0.05,8,0,8,1,1,1
20,4x3,lnorm,INT,0.05,8,0,8,1,0,1
20,4x3,lnorm,PAR,0.01,8,0,8,1,1,1
20,4x3,lnorm,RNK,0.01,8,0,8,1,0,1
20,4x3,lnorm,ART,0.01,8,0,8,1,1,1
20,4x3,lnorm,INT,0.01,8,0,8,1,0,1
20,4x3,lnorm,PAR,0.05,0,0,8,0.82,0.77,1
20,4x3,lnorm,RNK,0.05,0,0,8,0.03,0.04,1
20,4x3,lnorm,ART,0.05,0,0,8,1,1,1
20,4x3,lnorm,INT,0.05,0,0,8,0.05,0.05,1
20,4x3,lnorm,PAR,0.01,0,0,8,0.56,0.43,1
20,4x3,lnorm,RNK,0.01,0,0,8,0,0.01,1
20,4x3,lnorm,ART,0.01,0,0,8,1,1,1
20,4x3,lnorm,INT,0.01,0,0,8,0.01,0,1
20,4x3,binom,PAR,0.05,8,0,8,1,1,1
20,4x3,binom,RNK,0.05,8,0,8,1,1,1
20,4x3,binom,ART,0.05,8,0,8,1,1,1
20,4x3,binom,INT,0.05,8,0,8,1,1,1
20,4x3,binom,PAR,0.01,8,0,8,1,1,1
20,4x3,binom,RNK,0.01,8,0,8,1,1,1
20,4x3,binom,ART,0.01,8,0,8,1,1,1
20,4x3,binom,INT,0.01,8,0,8,1,1,1
20,4x3,binom,PAR,0.05,0,0,8,1,0.99,1
20,4x3,binom,RNK,0.05,0,0,8,0.56,0.63,1
20,4x3,binom,ART,0.05,0,0,8,1,0.99,1
20,4x3,binom,INT,0.05,0,0,8,0.9,0.86,1
20,4x3,binom,PAR,0.01,0,0,8,0.98,0.96,1
20,4x3,binom,RNK,0.01,0,0,8,0.32,0.4,1
20,4x3,binom,ART,0.01,0,0,8,1,0.97,1
20,4x3,binom,INT,0.01,0,0,8,0.65,0.7,1
20,2x3,lnorm,PAR,0.05,8,0,8,1,1,1
