n,design,family,method,alpha,effectX1,effectX2,effectX1X2,effectX3,rateX1,rateX2,rateX1X2,rateX3,rateX1X3,rateX2X3,rateX1X2X3
20,2x3,binom,PAR,0.01,2,2,0,0,1,0.9998,0.9558,0,0,0,0
20,2x3,binom,RNK,0.01,2,2,0,0,1,0.9996,0.5346,0,0,0,0
20,2x3,binom,ART,0.01,2,2,0,0,1,1,0.9878,0,0,0,0
20,2x3,binom,INT,0.01,2,2,0,0,1,1,0.8094,0,0,0,0
20,2x3,binom,PAR,0.05,4,4,0,0,1,1,1,0,0,0,0
20,2x3,binom,RNK,0.05,4,4,0,0,1,1,1,0,0,0,0
20,2x3,binom,ART,0.05,4,4,0,0,1,1,1,0,0,0,0
20,2x3,binom,INT,0.05,4,4,0,0,1,1,1,0,0,0,0
20,2x3,binom,PAR,0.01,4,4,0,0,1,1,1,0,0,0,0
20,2x3,binom,RNK,0.01,4,4,0,0,1,1,1,0,0,0,0
20,2x3,binom,ART,0.01,4,4,0,0,1,1,1,0,0,0,0
20,2x3,binom,INT,0.01,4,4,0,0,1,1,1,0,0,0,0
20,2x3,binom,PAR,0.05,8,8,0,0,1,1,1,0,0,0,0
20,2x3,binom,RNK,0.05,8,8,0,0,1,1,1,0,0,0,0
20,2x3,binom,ART,0.05,8,8,0,0,1,1,1,0,0,0,0
20,2x3,binom,INT,0.05,8,8,0,0,1,1,1,0,0,0,0
20,2x3,binom,PAR,0.01,8,8,0,0,1,1,1,0,0,0,0
20,2x3,binom,RNK,0.01,8,8,0,0,1,1,1,0,0,0,0
20,2x3,binom,ART,0.01,8,8,0,0,1,1,1,0,0,0,0
20,2x3,binom,INT,0.01,8,8,0,0,1,1,1,0,0,0,0
20,2x3,binom,PAR,0.05,0.5,0,0,0,0.6668,0.0438,0.0482,0,0,0,0
20,2x3,binom,RNK,0.05,0.5,0,0,0,0.6418,0.0446,0.0504,0,0,0,0
20,2x3,binom,ART,0.05,0.5,0,0,0,0.628,0.0544,0.0662,0,0,0,0
20,2x3,binom,INT,0.05,0.5,0,0,0,0.663,0.044,0.0506,0,0,0,0
20,2x3,binom,PAR,0.01,0.5,0,0,0,0.425,0.0086,0.0112,0,0,0,0
20,2x3,binom,RNK,0.01,0.5,0,0,0,0.4022,0.0096,0.0096,0,0,0,0
20,2x3,binom,ART,0.01,0.5,0,0,0,0.4198,0.014,0.0172,0,0,0,0
20,2x3,binom,INT,0.01,0.5,0,0,0,0.4212,0.0104,0.0092,0,0,0,0
20,2x3,binom,PAR,0.05,1,0,0,0,0.9968,0.0524,0.0526,0,0,0,0
20,2x3,binom,RNK,0.05,1,0,0,0,0.9958,0.0506,0.0546,0,0,0,0
20,2x3,binom,ART,0.05,1,0,0,0,0.9874,0.0982,0.1094,0,0,0,0
20,2x3,binom,INT,0.05,1,0,0,0,0.9964,0.0524,0.0542,0,0,0,0
20,2x3,binom,PAR,0.01,1,0,0,0,0.9818,0.0102,0.0132,0,0,0,0
20,2x3,binom,RNK,0.01,1,0,0,0,0.9744,0.0104,0.012,0,0,0,0
20,2x3,binom,ART,0.01,1,0,0,0,0.9562,0.0292,0.0368,0,0,0,0
20,2x3,binom,INT,0.01,1,0,0,0,0.9812,0.0104,0.0132,0,0,0,0
20,2x3,binom,PAR,0.05,2,0,0,0,1,0.0548,0.0526,0,0,0,0
20,2x3,binom,RNK,0.05,2,0,0,0,1,0.047,0.0498,0,0,0,0
20,2x3,binom,ART,0.05,2,0,0,0,1,0.2606,0.2798,0,0,0,0
20,2x3,binom,INT,0.05,2,0,0,0,1,0.0504,0.049,0,0,0,0
20,2x3,binom,PAR,0.01,2,0,0,0,1,0.0106,0.0102,0,0,0,0
20,2x3,binom,RNK,0.01,2,0,0,0,1,0.01,0.008,0,0,0,0
20,2x3,binom,ART,0.01,2,0,0,0,1,0.099,0.1094,0,0,0,0
20,2x3,binom,INT,0.01,2,0,0,0,1,0.0102,0.0106,0,0,0,0
20,2x3,binom,PAR,0.05,4,0,0,0,1,0.0552,0.0524,0,0,0,0
20,2x3,binom,RNK,0.05,4,0,0,0,1,0.05,0.0538,0,0,0,0
20,2x3,binom,ART,0.05,4,0,0,0,1,0.7222,0.717,0,0,0,0
20,2x3,binom,INT,0.05,4,0,0,0,1,0.0516,0.055,0,0,0,0
20,2x3,binom,PAR,0.01,4,0,0,0,1,0.0108,0.0136,0,0,0,0
20,2x3,binom,RNK,0.01,4,0,0,0,1,0.01,0.0104,0,0,0,0
20,2x3,binom,ART,0.01,4,0,0,0,1,0.4344,0.4314,0,0,0,0
20,2x3,binom,INT,0.01,4,0,0,0,1,0.0102,0.0126,0,0,0,0
20,2x3,binom,PAR,0.05,8,0,0,0,1,0.0516,0.0522,0,0,0,0
20,2x3,binom,RNK,0.05,8,0,0,0,1,0.0524,0.0538,0,0,0,0
20,2x3,binom,ART,0.05,8,0,0,0,1,0.8616,0.8468,0,0,0,0
20,2x3,binom,INT,0.05,8,0,0,0,1,0.054,0.0542,0,0,0,0
20,2x3,binom,PAR,0.01,8,0,0,0,1,0.015,0.015,0,0,0,0
20,2x3,binom,RNK,0.01,8,0,0,0,1,0.0132,0.013,0,0,0,0
20,2x3,binom,ART,0.01,8,0,0,0,1,0.5932,0.5818,0,0,0,0
20,2x3,binom,INT,0.01,8,0,0,0,1,0.0138,0.0138,0,0,0,0
20,2x3,poisson,PAR,0.05,0,0,0,0,0.0478,0.0474,0.0456,0,0,0,0
20,2x3,poisson,RNK,0.05,0,0,0,0,0.0476,0.0488,0.0464,0,0,0,0
20,2x3,poisson,ART,0.05,0,0,0,0,0.0558,0.0514,0.0514,0,0,0,0
20,2x3,poisson,INT,0.05,0,0,0,0,0.0456,0.0474,0.0472,0,0,0,0
20,2x3,poisson,PAR,0.01,0,0,0,0,0.0078,0.0094,0.0092,0,0,0,0
20,2x3,poisson,RNK,0.01,0,0,0,0,0.0092,0.01,0.0104,0,0,0,0
20,2x3,poisson,ART,0.01,0,0,0,0,0.0118,0.0102,0.0098,0,0,0,0
20,2x3,poisson,INT,0.01,0,0,0,0,0.0088,0.0094,0.009,0,0,0,0
20,2x3,poisson,PAR,0.05,0.5,0.5,0,0,0.971,0.8674,0.107,0,0,0,0
20,2x3,poisson,RNK,0.05,0.5,0.5,0,0,0.9662,0.8496,0.0548,0,0,0,0
20,2x3,poisson,ART,0.05,0.5,0.5,0,0,0.9666,0.8652,0.129,0,0,0,0
20,2x3,poisson,INT,0.05,0.5,0.5,0,0,0.9706,0.8646,0.0648,0,0,0,0
20,2x3,poisson,PAR,0.01,0.5,0.5,0,0,0.906,0.7002,0.03,0,0,0,0
20,2x3,poisson,RNK,0.01,0.5,0.5,0,0,0.8878,0.669,0.0126,0,0,0,0
20,2x3,poisson,ART,0.01,0.5,0.5,0,0,0.8912,0.7048,0.0426,0,0,0,0
20,2x3,poisson,INT,0.01,0.5,0.5,0,0,0.8994,0.694,0.013,0,0,0,0
20,2x3,poisson,PAR,0.05,1,1,0,0,1,0.9998,0.7466,0,0,0,0
20,2x3,poisson,RNK,0.05,1,1,0,0,1,0.9996,0.1636,0,0,0,0
20,2x3,poisson,ART,0.05,1,1,0,0,1,1,0.8266,0,0,0,0
20,2x3,poisson,INT,0.05,1,1,0,0,1,1,0.249,0,0,0,0
20,2x3,poisson,PAR,0.01,1,1,0,0,1,0.9972,0.532,0,0,0,0
20,2x3,poisson,RNK,0.01,1,1,0,0,1,0.9976,0.0564,0,0,0,0
20,2x3,poisson,ART,0.01,1,1,0,0,1,0.9988,0.6552,0,0,0,0
20,2x3,poisson,INT,0.01,1,1,0,0,1,0.9982,0.0868,0,0,0,0
20,2x3,poisson,PAR,0.05,2,2,0,0,1,1,1,0,0,0,0
20,2x3,poisson,RNK,0.05,2,2,0,0,1,1,0.6892,0,0,0,0
20,2x3,poisson,ART,0.05,2,2,0,0,1,1,1,0,0,0,0
20,2x3,poisson,INT,0.05,2,2,0,0,1,1,0.9582,0,0,0,0
20,2x3,poisson,PAR,0.01,2,2,0,0,1,1,1,0,0,0,0
20,2x3,poisson,RNK,0.01,2,2,0,0,1,1,0.5168,0,0,0,0
20,2x3,poisson,ART,0.01,2,2,0,0,1,1,1,0,0,0,0
20,2x3,poisson,INT,0.01,2,2,0,0,1,1,0.8362,0,0,0,0
20,2x3,poisson,PAR,0.05,4,4,0,0,1,1,1,0,0,0,0
20,2x3,poisson,RNK,0.05,4,4,0,0,1,1,1,0,0,0,0
20,2x3,poisson,ART,0.05,4,4,0,0,1,1,1,0,0,0,0
20,2x3,poisson,INT,0.05,4,4,0,0,1,1,1,0,0,0,0
20,2x3,poisson,PAR,0.01,4,4,0,0,1,1,1,0,0,0,0
20,2x3,poisson,RNK,0.01,4,4,0,0,1,1,1,0,0,0,0
20,2x3,poisson,ART,0.01,4,4,0,0,1,1,1,0,0,0,0
20,2x3,poisson,INT,0.01,4,4,0,0,1,1,1,0,0,0,0
20,2x3,poisson,PAR,0.05,8,8,0,0,1,1,1,0,0,0,0
20,2x3,poisson,RNK,0.05,8,8,0,0,1,1,1,0,0,0,0
20,2x3,poisson,ART,0.05,8,8,0,0,1,1,1,0,0,0,0
20,2x3,poisson,INT,0.05,8,8,0,0,1,1,1,0,0,0,0
20,2x3,poisson,PAR,0.01,8,8,0,0,1,1,1,0,0,0,0
20,2x3,poisson,RNK,0.01,8,8,0,0,1,1,1,0,0,0,0
20,2x3,poisson,ART,0.01,8,8,0,0,1,1,1,0,0,0,0
20,2x3,poisson,INT,0.01,8,8,0,0,1,1,1,0,0,0,0
20,2x3,poisson,PAR,0.05,0.5,0,0,0,0.9764,0.0456,0.0522,0,0,0,0
20,2x3,poisson,RNK,0.05,0.5,0,0,0,0.9692,0.0492,0.0528,0,0,0,0
20,2x3,poisson,ART,0.05,0.5,0,0,0,0.9624,0.0566,0.0636,0,0,0,0
20,2x3,poisson,INT,0.05,0.5,0,0,0,0.9744,0.0488,0.0526,0,0,0,0
20,2x3,poisson,PAR,0.01,0.5,0,0,0,0.9086,0.0072,0.0114,0,0,0,0
20,2x3,poisson,RNK,0.01,0.5,0,0,0,0.8944,0.0082,0.0126,0,0,0,0
20,2x3,poisson,ART,0.01,0.5,0,0,0,0.887,0.0116,0.0148,0,0,0,0
20,2x3,poisson,INT,0.01,0.5,0,0,0,0.905,0.0064,0.0102,0,0,0,0
20,2x3,poisson,PAR,0.05,1,0,0,0,1,0.0522,0.0458,0,0,0,0
20,2x3,poisson,RNK,0.05,1,0,0,0,1,0.0558,0.0476,0,0,0,0
20,2x3,poisson,ART,0.05,1,0,0,0,1,0.0888,0.0848,0,0,0,0
20,2x3,poisson,INT,0.05,1,0,0,0,1,0.0562,0.0478,0,0,0,0
20,2x3,poisson,PAR,0.01,1,0,0,0,1,0.0126,0.011,0,0,0,0
20,2x3,poisson,RNK,0.01,1,0,0,0,1,0.0122,0.0096,0,0,0,0
20,2x3,poisson,ART,0.01,1,0,0,0,1,0.0224,0.0222,0,0,0,0
20,2x3,poisson,INT,0.01,1,0,0,0,1,0.0126,0.0104,0,0,0,0
20,2x3,poisson,PAR,0.05,2,0,0,0,1,0.051,0.0522,0,0,0,0
20,2x3,poisson,RNK,0.05,2,0,0,0,1,0.0488,0.0518,0,0,0,0
20,2x3,poisson,ART,0.05,2,0,0,0,1,0.198,0.1966,0,0,0,0
20,2x3,poisson,INT,0.05,2,0,0,0,1,0.0512,0.056,0,0,0,0
20,2x3,poisson,PAR,0.01,2,0,0,0,1,0.0108,0.0112,0,0,0,0
20,2x3,poisson,RNK,0.01,2,0,0,0,1,0.0098,0.0102,0,0,0,0
20,2x3,poisson,ART,0.01,2,0,0,0,1,0.0682,0.0698,0,0,0,0
20,2x3,poisson,INT,0.01,2,0,0,0,1,0.0092,0.0114,0,0,0,0
20,2x3,poisson,PAR,0.05,4,0,0,0,1,0.0518,0.05,0,0,0,0
20,2x3,poisson,RNK,0.05,4,0,0,0,1,0.0544,0.0534,0,0,0,0
20,2x3,poisson,ART,0.05,4,0,0,0,1,0.7222,0.7334,0,0,0,0
20,2x3,poisson,INT,0.05,4,0,0,0,1,0.053,0.0494,0,0,0,0
20,2x3,poisson,PAR,0.01,4,0,0,0,1,0.0108,0.0116,0,0,0,0
20,2x3,poisson,RNK,0.01,4,0,0,0,1,0.0136,0.0102,0,0,0,0
20,2x3,poisson,ART,0.01,4,0,0,0,1,0.4446,0.443,0,0,0,0
20,2x3,poisson,INT,0.01,4,0,0,0,1,0.0108,0.0108,0,0,0,0
20,2x3,poisson,PAR,0.05,8,0,0,0,1,0.0484,0.048,0,0,0,0
20,2x3,poisson,RNK,0.05,8,0,0,0,1,0.0476,0.0492,0,0,0,0
20,2x3,poisson,ART,0.05,8,0,0,0,1,0.9346,0.9312,0,0,0,0
20,2x3,poisson,INT,0.05,8,0,0,0,1,0.0518,0.0516,0,0,0,0
20,2x3,poisson,PAR,0.01,8,0,0,0,1,0.0126,0.0124,0,0,0,0
20,2x3,poisson,RNK,0.01,8,0,0,0,1,0.0102,0.0106,0,0,0,0
20,2x3,poisson,ART,0.01,8,0,0,0,1,0.7238,0.7202,0,0,0,0
20,2x3,poisson,INT,0.01,8,0,0,0,1,0.0114,0.0114,0,0,0,0
20,2x3,likert,PAR,0.05,0,0,0,0,0.0502,0.0494,0.0508,0,0,0,0
20,2x3,likert,RNK,0.05,0,0,0,0,0.0516,0.053,0.056,0,0,0,0
20,2x3,likert,ART,0.05,0,0,0,0,0.1278,0.0574,0.08,0,0,0,0
20,2x3,likert,INT,0.05,0,0,0,0,0.0518,0.051,0.0528,0,0,0,0
20,2x3,likert,PAR,0.01,0,0,0,0,0.0122,0.01,0.01,0,0,0,0
20,2x3,likert,RNK,0.01,0,0,0,0,0.01,0.0106,0.0096,0,0,0,0
20,2x3,likert,ART,0.01,0,0,0,0,0.0556,0.0132,0.0216,0,0,0,0
20,2x3,likert,INT,0.01,0,0,0,0,0.0112,0.0096,0.0092,0,0,0,0
20,2x3,likert,PAR,0.05,0.5,0.5,0,0,0.6058,0.3936,0.0506,0,0,0,0
20,2x3,likert,RNK,0.05,0.5,0.5,0,0,0.617,0.4034,0.0498,0,0,0,0
20,2x3,likert,ART,0.05,0.5,0.5,0,0,0.6082,0.4212,0.1032,0,0,0,0
20,2x3,likert,INT,0.05,0.5,0.5,0,0,0.623,0.4052,0.049,0,0,0,0
20,2x3,likert,PAR,0.01,0.5,0.5,0,0,0.3664,0.1868,0.008,0,0,0,0
20,2x3,likert,RNK,0.01,0.5,0.5,0,0,0.3764,0.1924,0.0084,0,0,0,0
20,2x3,likert,ART,0.01,0.5,0.5,0,0,0.411,0.2096,0.0322,0,0,0,0
20,2x3,likert,INT,0.01,0.5,0.5,0,0,0.3812,0.1958,0.009,0,0,0,0
20,2x3,likert,PAR,0.05,1,1,0,0,0.9882,0.911,0.0934,0,0,0,0
20,2x3,likert,RNK,0.05,1,1,0,0,0.9886,0.9178,0.0664,0,0,0,0
20,2x3,likert,ART,0.05,1,1,0,0,0.9684,0.926,0.198,0,0,0,0
20,2x3,likert,INT,0.05,1,1,0,0,0.991,0.9252,0.0688,0,0,0,0
20,2x3,likert,PAR,0.01,1,1,0,0,0.9442,0.7716,0.024,0,0,0,0
20,2x3,likert,RNK,0.01,1,1,0,0,0.9522,0.7968,0.016,0,0,0,0
20,2x3,likert,ART,0.01,1,1,0,0,0.9184,0.8214,0.0918,0,0,0,0
20,2x3,likert,INT,0.01,1,1,0,0,0.9552,0.7986,0.0148,0,0,0,0
20,2x3,likert,PAR,0.05,2,2,0,0,1,0.9986,0.398,0,0,0,0
20,2x3,likert,RNK,0.05,2,2,0,0,0.9998,0.9988,0.2588,0,0,0,0
20,2x3,likert,ART,0.05,2,2,0,0,0.997,0.9994,0.5814,0,0,0,0
20,2x3,likert,INT,0.05,2,2,0,0,0.9998,0.9992,0.2472,0,0,0,0
20,2x3,likert,PAR,0.01,2,2,0,0,0.9988,0.9934,0.2628,0,0,0,0
20,2x3,likert,RNK,0.01,2,2,0,0,0.9992,0.9962,0.15,0,0,0,0
20,2x3,likert,ART,0.01,2,2,0,0,0.996,0.9984,0.4392,0,0,0,0
20,2x3,likert,INT,0.01,2,2,0,0,0.9992,0.9966,0.1472,0,0,0,0
20,2x3,likert,PAR,0.05,4,4,0,0,1,1,0.7728,0,0,0,0
20,2x3,likert,RNK,0.05,4,4,0,0,1,1,0.643,0,0,0,0
20,2x3,likert,ART,0.05,4,4,0,0,0.9996,1,0.868,0,0,0,0
20,2x3,likert,INT,0.05,4,4,0,0,1,1,0.5538,0,0,0,0
20,2x3,likert,PAR,0.01,4,4,0,0,0.9992,0.999,0.685,0,0,0,0
20,2x3,likert,RNK,0.01,4,4,0,0,0.9996,0.9998,0.5134,0,0,0,0
20,2x3,likert,ART,0.01,4,4,0,0,0.9994,1,0.7982,0,0,0,0
20,2x3,likert,INT,0.01,4,4,0,0,0.9996,0.9998,0.4376,0,0,0,0
20,2x3,likert,PAR,0.05,8,8,0,0,0.9994,0.9992,0.9026,0,0,0,0
20,2x3,likert,RNK,0.05,8,8,0,0,0.9994,0.9996,0.8706,0,0,0,0
20,2x3,likert,ART,0.05,8,8,0,0,1,0.9996,0.9584,0,0,0,0
20,2x3,likert,INT,0.05,8,8,0,0,0.9994,0.9996,0.7138,0,0,0,0
20,2x3,likert,PAR,0.01,8,8,0,0,0.9988,0.9988,0.8636,0,0,0,0
20,2x3,likert,RNK,0.01,8,8,0,0,0.999,0.9988,0.802,0,0,0,0
20,2x3,likert,ART,0.01,8,8,0,0,1,0.9992,0.9376,0,0,0,0
20,2x3,likert,INT,0.01,8,8,0,0,0.999,0.9988,0.636,0,0,0,0
20,2x3,likert,PAR,0.05,0.5,0,0,0,0.6064,0.0532,0.0526,0,0,0,0
20,2x3,likert,RNK,0.05,0.5,0,0,0,0.6202,0.0556,0.0514,0,0,0,0
20,2x3,likert,ART,0.05,0.5,0,0,0,0.59,0.073,0.082,0,0,0,0
20,2x3,likert,INT,0.05,0.5,0,0,0,0.6204,0.0548,0.0536,0,0,0,0
20,2x3,likert,PAR,0.01,0.5,0,0,0,0.3628,0.012,0.0118,0,0,0,0
20,2x3,likert,RNK,0.01,0.5,0,0,0,0.371,0.0116,0.0106,0,0,0,0
20,2x3,likert,ART,0.01,0.5,0,0,0,0.3986,0.0186,0.022,0,0,0,0
20,2x3,likert,INT,0.01,0.5,0,0,0,0.377,0.0122,0.011,0,0,0,0
20,2x3,likert,PAR,0.05,1,0,0,0,0.9882,0.0524,0.053,0,0,0,0
20,2x3,likert,RNK,0.05,1,0,0,0,0.9892,0.0502,0.0524,0,0,0,0
20,2x3,likert,ART,0.05,1,0,0,0,0.957,0.0926,0.0988,0,0,0,0
20,2x3,likert,INT,0.05,1,0,0,0,0.991,0.0484,0.0518,0,0,0,0
20,2x3,likert,PAR,0.01,1,0,0,0,0.953,0.0104,0.0108,0,0,0,0
20,2x3,likert,RNK,0.01,1,0,0,0,0.9606,0.011,0.0116,0,0,0,0
20,2x3,likert,ART,0.01,1,0,0,0,0.91,0.0274,0.0302,0,0,0,0
20,2x3,likert,INT,0.01,1,0,0,0,0.9634,0.0116,0.0122,0,0,0,0
20,2x3,likert,PAR,0.05,2,0,0,0,0.9994,0.0508,0.0536,0,0,0,0
20,2x3,likert,RNK,0.05,2,0,0,0,0.9998,0.0512,0.0542,0,0,0,0
20,2x3,likert,ART,0.05,2,0,0,0,0.994,0.1594,0.169,0,0,0,0
20,2x3,likert,INT,0.05,2,0,0,0,0.9998,0.0492,0.0532,0,0,0,0
20,2x3,likert,PAR,0.01,2,0,0,0,0.9986,0.0092,0.0116,0,0,0,0
20,2x3,likert,RNK,0.01,2,0,0,0,0.9988,0.0086,0.0126,0,0,0,0
20,2x3,likert,ART,0.01,2,0,0,0,0.9892,0.0622,0.0676,0,0,0,0
20,2x3,likert,INT,0.01,2,0,0,0,0.9988,0.0096,0.0114,0,0,0,0
20,2x3,likert,PAR,0.05,4,0,0,0,0.9988,0.0504,0.0532,0,0,0,0
20,2x3,likert,RNK,0.05,4,0,0,0,0.9994,0.05,0.0534,0,0,0,0
20,2x3,likert,ART,0.05,4,0,0,0,0.9936,0.2454,0.2694,0,0,0,0
20,2x3,likert,INT,0.05,4,0,0,0,0.9994,0.05,0.0514,0,0,0,0
20,2x3,likert,PAR,0.01,4,0,0,0,0.997,0.0098,0.0114,0,0,0,0
20,2x3,likert,RNK,0.01,4,0,0,0,0.9976,0.0084,0.0102,0,0,0,0
20,2x3,likert,ART,0.01,4,0,0,0,0.9904,0.1064,0.1236,0,0,0,0
20,2x3,likert,INT,0.01,4,0,0,0,0.9976,0.0086,0.0112,0,0,0,0
20,2x3,likert,PAR,0.05,8,0,0,0,0.9886,0.0408,0.0448,0,0,0,0
20,2x3,likert,RNK,0.05,8,0,0,0,0.9896,0.0422,0.0736,0,0,0,0
20,2x3,likert,ART,0.05,8,0,0,0,0.987,0.2472,0.3218,0,0,0,0
20,2x3,likert,INT,0.05,8,0,0,0,0.9936,0.042,0.0436,0,0,0,0
20,2x3,likert,PAR,0.01,8,0,0,0,0.9822,0.0078,0.0082,0,0,0,0
20,2x3,likert,RNK,0.01,8,0,0,0,0.9826,0.0076,0.0072,0,0,0,0
20,2x3,likert,ART,0.01,8,0,0,0,0.9836,0.0932,0.1674,0,0,0,0
20,2x3,likert,INT,0.01,8,0,0,0,0.9865,0.0076,0.0078,0,0,0,0
20,2x4,norm,PAR,0.05,0,0,0,0,0.0508,0.0552,0.054,0,0,0,0
20,2x4,norm,RNK,0.05,0,0,0,0,0.05,0.0536,0.0514,0,0,0,0
20,2x4,norm,ART,0.05,0,0,0,0,0.0492,0.0564,0.0528,0,0,0,0
20,2x4,norm,INT,0.05,0,0,0,0,0.05,0.0552,0.0546,0,0,0,0
20,2x4,norm,PAR,0.01,0,0,0,0,0.0084,0.0106,0.01,0,0,0,0
20,2x4,norm,RNK,0.01,0,0,0,0,0.0096,0.011,0.0096,0,0,0,0
20,2x4,norm,ART,0.01,0,0,0,0,0.008,0.0114,0.0102,0,0,0,0
20,2x4,norm,INT,0.01,0,0,0,0,0.008,0.0102,0.0084,0,0,0,0
20,2x4,norm,PAR,0.05,0.5,0.5,0,0,0.727,0.5182,0.048,0,0,0,0
20,2x4,norm,RNK,0.05,0.5,0.5,0,0,0.715,0.4942,0.0466,0,0,0,0
20,2x4,norm,ART,0.05,0.5,0.5,0,0,0.7198,0.5,0.049,0,0,0,0
20,2x4,norm,INT,0.05,0.5,0.5,0,0,0.7268,0.5098,0.0458,0,0,0,0
20,2x4,norm,PAR,0.01,0.5,0.5,0,0,0.4928,0.2794,0.0088,0,0,0,0
20,2x4,norm,RNK,0.01,0.5,0.5,0,0,0.4882,0.2598,0.008,0,0,0,0
20,2x4,norm,ART,0.01,0.5,0.5,0,0,0.487,0.2674,0.0082,0,0,0,0
20,2x4,norm,INT,0.01,0.5,0.5,0,0,0.4924,0.2784,0.0094,0,0,0,0
20,2x4,norm,PAR,0.05,1,1,0,0,0.9984,0.9884,0.051,0,0,0,0
20,2x4,norm,RNK,0.05,1,1,0,0,0.9978,0.9834,0.0506,0,0,0,0
20,2x4,norm,ART,0.05,1,1,0,0,0.998,0.9858,0.0494,0,0,0,0
20,2x4,norm,INT,0.05,1,1,0,0,0.9982,0.9884,0.0474,0,0,0,0
20,2x4,norm,PAR,0.01,1,1,0,0,0.9894,0.9546,0.0092,0,0,0,0
20,2x4,norm,RNK,0.01,1,1,0,0,0.9892,0.9376,0.0088,0,0,0,0
20,2x4,norm,ART,0.01,1,1,0,0,0.988,0.9424,0.01,0,0,0,0
20,2x4,norm,INT,0.01,1,1,0,0,0.9896,0.951,0.0078,0,0,0,0
20,2x4,norm,PAR,0.05,2,2,0,0,1,1,0.0484,0,0,0,0
20,2x4,norm,RNK,0.05,2,2,0,0,1,1,0.0652,0,0,0,0
20,2x4,norm,ART,0.05,2,2,0,0,1,1,0.0476,0,0,0,0
20,2x4,norm,INT,0.05,2,2,0,0,1,1,0.0302,0,0,0,0
20,2x4,norm,PAR,0.01,2,2,0,0,1,1,0.0086,0,0,0,0
20,2x4,norm,RNK,0.01,2,2,0,0,1,1,0.0138,0,0,0,0
20,2x4,norm,ART,0.01,2,2,0,0,1,1,0.0098,0,0,0,0
20,2x4,norm,INT,0.01,2,2,0,0,1,1,0.0056,0,0,0,0
20,2x4,norm,PAR,0.05,4,4,0,0,1,1,0.0516,0,0,0,0
20,2x4,norm,RNK,0.05,4,4,0,0,1,1,0.243,0,0,0,0
20,2x4,norm,ART,0.05,4,4,0,0,1,1,0.0546,0,0,0,0
20,2x4,norm,INT,0.05,4,4,0,0,1,1,0.0294,0,0,0,0
20,2x4,norm,PAR,0.01,4,4,0,0,1,1,0.01,0,0,0,0
20,2x4,norm,RNK,0.01,4,4,0,0,1,1,0.0734,0,0,0,0
20,2x4,norm,ART,0.01,4,4,0,0,1,1,0.0108,0,0,0,0
20,2x4,norm,INT,0.01,4,4,0,0,1,1,0.0054,0,0,0,0
20,2x4,norm,PAR,0.05,8,8,0,0,1,1,0.0532,0,0,0,0
20,2x4,norm,RNK,0.05,8,8,0,0,1,1,0.578,0,0,0,0
20,2x4,norm,ART,0.05,8,8,0,0,1,1,0.0538,0,0,0,0
20,2x4,norm,INT,0.05,8,8,0,0,1,1,0.1846,0,0,0,0
20,2x4,norm,PAR,0.01,8,8,0,0,1,1,0.0116,0,0,0,0
20,2x4,norm,RNK,0.01,8,8,0,0,1,1,0.2868,0,0,0,0
20,2x4,norm,ART,0.01,8,8,0,0,1,1,0.0122,0,0,0,0
20,2x4,norm,INT,0.01,8,8,0,0,1,1,0.0372,0,0,0,0
20,2x4,norm,PAR,0.05,0.5,0,0,0,0.745,0.0474,0.0514,0,0,0,0
20,2x4,norm,RNK,0.05,0.5,0,0,0,0.7344,0.0462,0.0556,0,0,0,0
20,2x4,norm,ART,0.05,0.5,0,0,0,0.7344,0.0458,0.0546,0,0,0,0
20,2x4,norm,INT,0.05,0.5,0,0,0,0.7426,0.0468,0.0516,0,0,0,0
20,2x4,norm,PAR,0.01,0.5,0,0,0,0.4998,0.01,0.0112,0,0,0,0
20,2x4,norm,RNK,0.01,0.5,0,0,0,0.4822,0.0104,0.0102,0,0,0,0
20,2x4,norm,ART,0.01,0.5,0,0,0,0.4844,0.0104,0.01,0,0,0,0
20,2x4,norm,INT,0.01,0.5,0,0,0,0.498,0.0102,0.0104,0,0,0,0
20,2x4,norm,PAR,0.05,1,0,0,0,0.999,0.0538,0.0518,0,0,0,0
20,2x4,norm,RNK,0.05,1,0,0,0,0.9988,0.053,0.0494,0,0,0,0
20,2x4,norm,ART,0.05,1,0,0,0,0.9986,0.0526,0.051,0,0,0,0
20,2x4,norm,INT,0.05,1,0,0,0,0.9992,0.0524,0.0508,0,0,0,0
20,2x4,norm,PAR,0.01,1,0,0,0,0.9926,0.0108,0.0124,0,0,0,0
20,2x4,norm,RNK,0.01,1,0,0,0,0.9916,0.0104,0.0122,0,0,0,0
20,2x4,norm,ART,0.01,1,0,0,0,0.992,0.01,0.0124,0,0,0,0
20,2x4,norm,INT,0.01,1,0,0,0,0.9928,0.0104,0.0136,0,0,0,0
20,2x4,norm,PAR,0.05,2,0,0,0,1,0.0514,0.0466,0,0,0,0
20,2x4,norm,RNK,0.05,2,0,0,0,1,0.051,0.0464,0,0,0,0
20,2x4,norm,ART,0.05,2,0,0,0,1,0.0528,0.0496,0,0,0,0
20,2x4,norm,INT,0.05,2,0,0,0,1,0.0498,0.047,0,0,0,0
20,2x4,norm,PAR,0.01,2,0,0,0,1,0.0098,0.0096,0,0,0,0
20,2x4,norm,RNK,0.01,2,0,0,0,1,0.0106,0.0084,0,0,0,0
